8.186210705969346191e-02,2.927578662441074342e-02,2.690748965875774945e-02,2.247985382892967593e-02,2.116998858632722358e-02,1.736932475256325326e-02,1.374822092080833086e-02,1.221054587922151477e-02,1.213468238402205107e-02,1.143442171988555238e-02,1.166190032884171189e-02,6.482817422241958505e-02
3.338508363156490050e-02,3.164958610457121319e-02,2.472624812549806955e-02,1.879725698799093736e-02,1.681403693859749235e-02,1.357050877424227468e-02,1.150551320643298896e-02,1.094484565320502471e-02,1.054841254426780971e-02,1.003493376241741154e-02,9.332202612229421185e-03,6.099619847429289116e-02
3.014294893828787375e-02,3.015843536213424700e-02,1.996827706734538577e-02,1.388931910655771124e-02,1.075289429093443522e-02,8.943215927711509194e-03,6.443500620266689148e-03,5.303231840898189886e-03,5.050857468588015355e-03,5.016352273923599045e-03,4.674892873301548200e-03,5.948100218249244286e-02
2.558420419297052426e-02,1.486936105626392689e-02,1.209326972935282490e-02,8.072349217128597584e-03,6.295882444415948527e-03,4.887418871143058875e-03,4.275489153408579615e-03,4.071158871976079952e-03,3.832410607351882832e-03,3.940393015243625306e-03,3.739500464283669872e-03,5.505389019126732258e-02
2.192101241454685184e-02,1.168455989489746057e-02,9.371489630116363809e-03,7.081161050934333887e-03,4.915209017997921107e-03,4.421439976227392425e-03,3.744692922350912213e-03,3.386019438922692991e-03,3.185188122196647154e-03,3.124706505615458454e-03,3.004797586935663723e-03,5.231213977156381340e-02
1.755856967000413160e-02,1.095844688089880892e-02,9.221945285144016527e-03,5.694536468341048277e-03,4.401296995408217512e-03,3.178645953805329331e-03,2.995233190249010045e-03,2.821077885789567957e-03,2.641088525128561931e-03,2.613384752403588498e-03,2.506975060669523053e-03,4.988795056744232265e-02
1.720773424183771536e-02,9.403576350346958337e-03,6.092313839903971268e-03,4.345015289747753383e-03,3.474411576453647569e-03,3.065942347049330999e-03,2.818989834378646513e-03,2.664220536132546908e-03,2.506243428314081697e-03,2.466194099613901007e-03,2.443972852731427121e-03,5.003879745106982330e-02
1.521660081085733120e-02,7.220896263935600891e-03,4.583241713130887726e-03,3.712078445369111981e-03,3.055601587357157072e-03,2.780430948706091518e-03,2.610879977625092403e-03,2.490554392485752524e-03,2.446254959517335948e-03,2.319520258211838024e-03,2.284622227476545021e-03,5.116977502437660558e-02
1.494895944302353750e-02,6.829403914480831721e-03,3.788233686406537737e-03,3.250863919056717552e-03,2.965751444646945109e-03,2.646732659455786583e-03,2.553691926767822067e-03,2.344376299471827123e-03,2.250047629868490509e-03,2.267110071761909481e-03,2.225756700374639536e-03,5.108195152938600075e-02
1.528773506622067672e-02,7.104648797146531809e-03,3.490313580507262581e-03,3.299654361005791188e-03,2.854053888370620615e-03,2.579603971410250607e-03,2.384752880872685957e-03,2.276416760912780123e-03,2.200078416885530280e-03,2.169908053332325441e-03,2.111662883916809799e-03,4.894368780403397790e-02
1.546669782696689227e-02,6.836863367150343429e-03,3.770774671528592890e-03,3.280561663085591190e-03,2.796702968576593798e-03,2.530683901747132845e-03,2.336040266141131000e-03,2.234355778442304475e-03,2.142549936746204146e-03,2.089393202139475016e-03,2.114916887221563249e-03,5.069578756906577277e-02
1.512606369512669614e-02,6.440522313779596664e-03,3.443298844151687806e-03,3.209375052054283615e-03,2.769427983123349309e-03,2.560626826722375328e-03,2.334544295099845630e-03,2.219760748543104546e-03,1.552435611272835964e-03,2.045506743673446495e-03,2.049341827006080034e-03,4.874914345049900094e-02
